frontUserName,content,createTime,commentReplyVO,memberLevel,appendCommentVO,star,itemId,color,size
为****候,第二买了,1569807886627,,4,,5,1634007,粉花灰,B75
m****1,买了后又给朋友买了三个,1569759494902,,4,"{'id': 94426431, 'createTime': 1569759517861, 'content': '朋友特别喜欢', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,C80
1****2,超舒服！非常舒适的一款。,1569770612915,,5,,5,1634007,粉花灰,D85
1****2,超舒服！非常舒适的一款。,1569770617468,,5,,5,1634007,蓝花灰,D85
m****1,还想买呢,1569759545071,,4,,5,1634007,粉花灰,B75
m****1,非常喜欢,1569759431627,,4,,5,1634007,蓝花灰,C80
m****1,满意极了,1569759454079,,4,,5,1634007,粉花灰,C80
y****u,很舒服,1569732969456,,4,,5,1634007,粉花灰,D85
1****8,好,1569755313738,,6,,5,1634007,蓝花灰,C80
1****5,好,1569770395574,,4,,5,1634007,粉花灰,D85
1****5,好,1569770400115,,4,,5,1634007,蓝花灰,D85
1****8,好,1569754967024,,6,,5,1634007,粉花灰,C80
g****0,不错,1569733332263,,6,,5,1634007,蓝花灰,C80
x****0,买过一次了，这次价格优惠又买了,1569570193253,,4,,5,1634007,粉花灰,D85
1****6,质量真的超级不错👍家人都很喜欢😘,1568177213221,,6,,5,1634007,蓝花灰,C80
1****6,质量真的超级不错👍家人都很喜欢😘,1568177236713,,6,,5,1634007,粉花灰,C80
1****7,很轻薄，胸小的不适合,1569638282664,,4,,5,1634007,粉花灰,B75
D****,够大，哺乳期使用，很合适。,1569673488720,,6,,5,1634007,粉花灰,D85
s****8,穿着舒适,1569654861897,,4,,5,1634007,蓝花灰,C80
h****a,很舒服,1569635511443,,4,,5,1634007,粉花灰,C80
m****1,号码买的有点大了，不过很舒服，大爱严选,1565198016616,,4,,5,1634007,蓝花灰,B75
简****儿,很多穿。穿着舒适透气休闲,1569561863906,,6,,5,1634007,粉花灰,B75
w****3,我老婆说挺喜欢的,1569597049260,,6,,5,1634007,粉花灰,B75
x****u,尺码合适，穿着舒适，棒！,1569537209435,,4,,5,1634007,蓝花灰,C80
x****u,尺码合适，穿着舒适，棒！,1569537212423,,4,,5,1634007,粉花灰,C80
m****f,多次回购了,1569587814594,,6,,5,1634007,粉花灰,B75
m****f,多次回购了,1569587833079,,6,,5,1634007,蓝花灰,C80
m****3,舒服至极,1569545763599,,4,,5,1634007,粉花灰,C80
慕****蓉,好,1569561588923,,5,,5,1634007,蓝花灰,C80
y****i,码子买大了点，不过还是很舒服的,1569117551078,,3,,5,1634007,蓝花灰,C80
m****5,和闺蜜一人一件，穿上感觉解放了自己哈哈,1568033611050,,5,,5,1634007,蓝花灰,C80
1****2,还没有穿！,1569489355380,,4,,5,1634007,粉花灰,B75
q****8,质量不错，穿着舒适,1569392604681,,5,,5,1634007,蓝花灰,D85
x****0,还是可以的,1569377688146,,4,,5,1634007,蓝花灰,D85
1****4,很舒服,1569379732099,,4,,5,1634007,粉花灰,D85
P****2,很棒,1569402186527,,6,,5,1634007,粉花灰,B75
老****头,挺舒服的，就是买大了一码,1569206793326,,6,,5,1634007,蓝花灰,D85
m****1,贴身的衣服就要舒服才行，试穿一下，非常好，最近都离不开严选了,1552878294988,,6,"{'id': 75094442, 'createTime': 1554560887422, 'content': '舒服太舒服了，对严选中毒太深，几乎所有东西都在这里买了', 'picList': [], 'commentReplyVO': None}",5,1634007,粉花灰,B75
1****5,舒服极了，赞👍,1569273550460,,6,,5,1634007,蓝花灰,D85
1****0,买给妈妈的,1569278401800,,5,,5,1634007,蓝花灰,C80
s****9,很好，价格便宜。,1569313110727,,5,,5,1634007,蓝花灰,C80
m****0,多次回购，非常舒服，,1569308475718,,4,,5,1634007,粉花灰,C80
o****4,不错不错,1569327791832,,5,,5,1634007,蓝花灰,C80
n****a,第一次在严选买到合适的胸罩，很舒服，值得购买，准备再入一件粉色。,1559722149720,,5,,5,1634007,蓝花灰,C80
狮****,配送服务好，性价比高，赞。,1569209704990,,5,,5,1634007,粉花灰,B75
为****候,试了一下 很好穿,1569238554690,,4,,5,1634007,粉花灰,B75
1****9,不错,1569242680662,,3,,5,1634007,粉花灰,B75
1****3,满意,1569121636432,,5,,5,1634007,粉花灰,B75
m****2,我,1569164507575,,6,,5,1634007,粉花灰,B75
扑****7,不是棉的。,1569616827665,,5,,5,1634007,蓝花灰,C80
m****1,不错,1569124727863,,5,,5,1634007,粉花灰,C80
P****e,舒服,1569160892286,,6,,5,1634007,粉花灰,B75
e****a,还不错，本人平时穿B80，这个码正好,1568980557632,,3,,5,1634007,粉花灰,B75
k****,回购，穿着舒服，就是机洗胸垫会堆在一起，不太方便。,1569741530039,,5,,4,1634007,粉花灰,B75
1****5,刚收到，穿后在评价,1569055170448,,3,,5,1634007,蓝花灰,D85
z****7,回购，舒服,1569056139538,,5,,5,1634007,蓝花灰,C80
1****0,还可以,1569022028548,,3,,5,1634007,粉花灰,C80
x****u,非常舒适。,1569062471125,,4,,5,1634007,粉花灰,C80
x****u,非常舒适。,1569062475836,,4,,5,1634007,蓝花灰,C80
n****a,买过粉色的，再买一件灰色的，在家穿挺好的,1566360545500,,5,,5,1634007,蓝花灰,D85
1****2,挺舒服的,1568980887970,,4,,5,1634007,粉花灰,B75
d****1,舒服,1568977705991,,6,,5,1634007,粉花灰,B75
1****8,一直是严选的粉丝，物美价廉，一个字：好,1568886147305,,4,"{'id': 93535135, 'createTime': 1568886272443, 'content': '一直是严选的粉丝，物美价廉，一个字：好', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,D85
K****y,很舒服,1568847117924,,5,,5,1634007,蓝花灰,C80
m****1,不错不错不错不错不错不错不错不错！第四件了,1568707243246,,6,,5,1634007,粉花灰,C80
s****y,决定再买一件，质量很好,1568776008330,,5,,5,1634007,蓝花灰,D85
河****伟,插垫很薄，不理想,1568766431534,,5,,5,1634007,粉花灰,B75
o****5,有点厚，冬天用吧,1568786770018,,3,,4,1634007,粉花灰,B75
茕****,穿着不错,1568767216906,,4,,5,1634007,粉花灰,C80
s****l,不错,1568764507750,,4,,5,1634007,粉花灰,B75
s****l,不错,1568764531724,,4,,5,1634007,粉花灰,B75
舟****,好,1568772673852,,3,,5,1634007,蓝花灰,C80
y****8,东西质量非常不错，性价比高，物美价廉，下次还会来购买。通过一段时间的使用，质量非常好，真心不错，推荐大家。而且物美价廉。,1545405421874,,5,,5,1634007,蓝花灰,B75
y****8,东西质量非常不错，性价比高，物美价廉，下次还会来购买。通过一段时间的使用，质量非常好，真心不错，推荐大家。而且物美价廉。,1545405428135,,5,,5,1634007,粉花灰,B75
1****8,东西质量一如既往的好，满意！,1568603438856,,3,,5,1634007,粉花灰,C80
L****n,很满意,1568634218739,,6,,5,1634007,粉花灰,D85
z****7,回购,1568641950762,,5,,5,1634007,粉花灰,C80
1****5,舒服,1568596809219,,3,,5,1634007,粉花灰,B75
张****,好穿，再给老妈买两件,1568511696736,,4,,5,1634007,粉花灰,C80
m****0,穿着很舒服的，不错,1568549215962,,5,,5,1634007,粉花灰,B75
1****9,大小合适，穿着很舒服。,1568544630773,,3,,5,1634007,粉花灰,C80
1****9,大小合适，穿着舒适。,1568544639639,,3,,5,1634007,蓝花灰,C80
l****0,挺好的,1568513110654,,6,,5,1634007,粉花灰,B75
妆****思,好,1568538832994,,6,,5,1634007,蓝花灰,C80
m****0,不错，试了一下感觉蛮舒服的,1568442721563,,4,,5,1634007,粉花灰,D85
i****g,第二次购买，很好,1568371525832,,4,,5,1634007,蓝花灰,D85
1****8,好评，胸衣不错，但海棉很差薄而且劣质。,1568993426856,,6,,5,1634007,粉花灰,B75
泪****莹,质量不错,1568340933581,,3,,5,1634007,蓝花灰,D85
泪****莹,质量不错,1568340943765,,3,,5,1634007,粉花灰,D85
m****1,很好，很满意,1568274616441,,6,"{'id': 93002885, 'createTime': 1568341908910, 'content': '好的', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,D85
摇****摇,很舒服,1568330162011,,4,,5,1634007,蓝花灰,C80
m****1,质量还可以😄物美价廉，非常不错的内衣,1568131749453,,6,,5,1634007,蓝花灰,C80
坐****,不错，很好的👌,1568267846772,,2,,5,1634007,粉花灰,B75
傅****涓,超级舒服，准备再买一个。,1568272952031,,5,,5,1634007,粉花灰,B75
1****3,一般，里面的杯垫感觉不怎么好,1569016460691,,5,,5,1634007,粉花灰,B75
桃****,一如既往的好,1568257839300,,4,,5,1634007,粉花灰,C80
啾****,第一次买内衣，中间还换大了一号，省心，挺好的,1569031424828,,4,,5,1634007,蓝花灰,D85
1****0,不错,1568262773112,,4,,5,1634007,粉花灰,C80
1****6,可以,1568275937896,,4,,5,1634007,蓝花灰,D85
1****8,好,1568292050018,,6,"{'id': 92928002, 'createTime': 1568292164233, 'content': '好', 'picList': [], 'commentReplyVO': None}",5,1634007,粉花灰,D85
1****0,穿着舒服 价格合适 挺喜欢,1568212076040,,5,,5,1634007,粉花灰,B75
c****c,待用,1568212953831,,6,,5,1634007,粉花灰,B75
摇****摇,很好,1568168125143,,4,,5,1634007,粉花灰,D85
李****兔,前几天买了一个 买小了 送过朋友了 重新买一个 很舒适,1558792283155,,6,,5,1634007,蓝花灰,C80
t****y,还没试穿，不过相信网易,1568112291905,,4,,5,1634007,粉花灰,D85
鮮****°,挺好的,1568089903565,,4,,4,1634007,粉花灰,D85
m****1,还可以😄不错，看起来质量还可以,1567961435685,,6,,5,1634007,粉花灰,C80
t****6,舒适不紧崩，适合丰满的人,1568040806397,,6,,5,1634007,粉花灰,C80
m****5,非常舒服，准备再入手一件。,1568033576998,,5,,5,1634007,粉花灰,B75
m****5,好好！给女儿买的,1567985993404,,5,,5,1634007,粉花灰,B75
z****7,舒服，超值,1568032973416,,5,,5,1634007,粉花灰,C80
z****7,舒服，超级,1568032992746,,5,,5,1634007,蓝花灰,C80
哎****的,很舒服，好穿,1567956675256,,5,,5,1634007,蓝花灰,C80
m****3,适合大胸，挺舒服不太收型。,1567864151023,,5,,5,1634007,蓝花灰,C80
d****~,终于收到我需要的宝贝了，东西很好，价美物廉 谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。,1567843407373,,5,,4,1634007,粉花灰,B75
快****店,好,1567838060958,,5,,5,1634007,蓝花灰,D85
萌****,不错，回购多次,1567746233799,,5,,5,1634007,粉花灰,C80
s****3,回购,1567731007977,,6,,5,1634007,粉花灰,D85
z****u,以前买过一个感觉特别舒服！！,1567691299203,,5,,5,1634007,粉花灰,B75
狮****K,好好好,1567634710808,,5,,5,1634007,粉花灰,C80
1****0,好,1567687168704,,6,,5,1634007,蓝花灰,D85
y****9,系统默认好评,1566150276628,,3,"{'id': 92252863, 'createTime': 1567554506799, 'content': '正是我需要的，非常喜欢。', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,C80
1****9,面料不喜欢，要退货,1567607770812,,3,,5,1634007,粉花灰,C80
古****,合适,1567600361919,,5,,5,1634007,粉花灰,C80
1****3,对严选从没失望过。,1568380712470,,5,,5,1634007,粉花灰,B75
1****7,看着不错，穿了再评,1567489483065,,3,,5,1634007,粉花灰,B75
m****8,很好哦,1567342079059,,4,,5,1634007,粉花灰,C80
玫****,好,1567269679966,,5,,5,1634007,蓝花灰,D85
m****5,舒服,1567216456688,,5,,5,1634007,蓝花灰,C80
泪****莹,很好,1567150092808,,3,,5,1634007,蓝花灰,D85
1****8,再次回购,1566918239299,,4,,5,1634007,粉花灰,C80
1****1,非常满意,1566800094074,,6,,5,1634007,蓝花灰,C80
1****5,好,1566825838989,,5,,5,1634007,蓝花灰,B75
淡****容,好,1566779680973,,6,,5,1634007,蓝花灰,C80
m****5,按照尺码买的，有点瘦了,1566732646877,,5,,4,1634007,蓝花灰,C80
兔****爷,现在严选的箱子里还在用充气塑料枕做保护，每次拆箱，都会有半箱的塑料膜。图里是宜家的，that&#39;s how you do it. 严选的东西使用感很好，性价比也不错，我以后还会经常光顾，但在包装升级之前，所有的产品都留中评。,1554954181214,,4,,3,1634007,蓝花灰,C80
i****7,买大了，送老妈了，不过东西是真的很好。,1565141962116,,4,,5,1634007,蓝花灰,D85
鱼****,系统默认好评,1566237244585,,4,"{'id': 91176404, 'createTime': 1566575802996, 'content': '舒适，性价比较高', 'picList': [], 'commentReplyVO': None}",5,1634007,蓝花灰,C80
陈****,穿着非常舒服,1566573646008,,4,,5,1634007,蓝花灰,C80
李****兔,买过 穿着很舒服 所以再次购买。,1566468615153,,6,,5,1634007,蓝花灰,C80
李****兔,买过 穿着很舒服 所以再次购买,1566468749925,,6,,5,1634007,粉花灰,C80
l****1,非常好穿，很舒服，朋友也买了，自己又买2个,1565070887881,,4,,5,1634007,粉花灰,C80
a****3,一直用严选的东西，很好用，10月份大促销，买了不少，物流快，还会继续支持严选,1540051138328,,5,,5,1634007,粉花灰,C80
宋****y,很合适，且舒服。,1566363536412,,4,,5,1634007,蓝花灰,D85
陈****井,比较薄。也很舒适。,1566311018611,,5,,5,1634007,粉花灰,B75
1****0,看着还不错,1566202971593,,4,,5,1634007,蓝花灰,C80
1****8,舒服,1566106834897,,3,,5,1634007,粉花灰,B75
o****l,可以,1566093119406,,4,,5,1634007,蓝花灰,C80
萌****,舒服,1566094784509,,5,,5,1634007,粉花灰,C80
m****8,之前买了一个粉色的，活动价再入个灰色，舒服的不要不要的,1550293765970,,5,,5,1634007,蓝花灰,B75
张****,舒服,1565866155302,,4,,5,1634007,蓝花灰,C80
R****,穿上很舒服，但是杯垫建议换好一点的，不然跟奶奶型内衣差不多，换了个杯垫好多了,1568011989502,,5,,5,1634007,粉花灰,B75
1****0,很舒服，本来给女儿买的，小了，自己穿了。超级舒服。,1563325072605,,4,,5,1634007,粉花灰,B75
鱼****_,很舒适,1565713603180,,3,,5,1634007,蓝花灰,D85
1****5,哺乳期用，舒服,1565619977576,,6,,5,1634007,蓝花灰,D85
m****9,好,1565509199299,,4,,5,1634007,粉花灰,B75
t****8,可以,1565316911201,,4,,5,1634007,粉花灰,B75
宁****,好,1565264724092,,4,,5,1634007,粉花灰,B75
y****u,第二次买。非常舒适。已经彻底抛弃钢圈款式的,1564790118943,,5,,5,1634007,蓝花灰,B75
紫****,挺舒服的，不勒,1565164327297,,6,,5,1634007,蓝花灰,C80
A****o,好穿，舒适,1565191971434,,5,,5,1634007,粉花灰,D85
1****6,很好穿,1565172380840,,5,,5,1634007,粉花灰,D85
小****牙,很舒服,1565149128046,,4,,5,1634007,蓝花灰,D85
m****7,这个很好，买了两件,1565047666777,,6,,5,1634007,粉花灰,D85
薄****糖,这个是姐姐买了推荐的，质量很好。,1564930446223,,3,,5,1634007,粉花灰,C80
1****0,满意,1564975982675,,5,,5,1634007,蓝花灰,C80
A****o,质量很好，回购多次了,1564879557953,,5,,5,1634007,粉花灰,D85
A****o,质量很好，回购多次了,1564879562249,,5,,5,1634007,蓝花灰,D85
1****9,质量很好,1564894944945,,4,,5,1634007,蓝花灰,C80
1****2,大了,1564926257081,,6,,5,1634007,粉花灰,C80
朵****云,好,1564895666718,,6,,5,1634007,蓝花灰,B75
1****8,舒服，活动自由 ，不紧绷透气。,1564840386128,,4,,5,1634007,粉花灰,D85
m****7,好,1564767181243,,5,,5,1634007,粉花灰,B75
1****2,很好,1564722236992,,4,,5,1634007,粉花灰,B75
阿****,买了又买！限时购活动的时候买的！不限时活动的时候又买！可见多么的实用！,1567651228195,,5,,5,1634007,蓝花灰,D85
r****2,很舒服，也不厚。夏天刚刚好,1564449021064,,2,,5,1634007,粉花灰,C80
白****,舒服,1564494271558,,4,,5,1634007,粉花灰,C80
l****i,性价比高,1564376764255,,3,,5,1634007,粉花灰,B75
m****8,内衣没有钢托还很舒服，非常满意的一次购物。,1563617664653,,5,,5,1634007,粉花灰,C80
榕****,非常满意！感谢辛苦的小帅哥！,1564277713732,,4,,5,1634007,粉花灰,D85
1****2,很好很好哈哈哈h,1564194743167,,4,,5,1634007,蓝花灰,D85
6****1,好好好,1564198720621,,4,,5,1634007,粉花灰,C80
m****9,质量不错，上身超级舒服，值得拥有！,1564057393565,,5,,5,1634007,粉花灰,D85
1****2,还好还好哈哈,1564030138049,,4,,5,1634007,粉花灰,D85
1****2,好,1563943388335,,5,,5,1634007,蓝花灰,C80
郭****茉,好,1563887398141,,4,,5,1634007,蓝花灰,B75
c****h,很好,1563779248157,,4,,5,1634007,粉花灰,C80
琴****胆,好,1563767162817,,6,,5,1634007,粉花灰,C80
1****2,好,1563760241379,,5,,5,1634007,蓝花灰,C80
1****9,好,1563780411574,,3,,5,1634007,蓝花灰,B75
s****t,上次买了件蓝花灰的，穿着太舒服了，这次换个颜色,1559738027100,,5,,5,1634007,粉花灰,C80
沈****瑾,好，再次购买了,1563670231460,,2,,5,1634007,粉花灰,C80
1****5,又来了一件，上午下单下午到。点赞👍,1562320436694,,3,,5,1634007,粉花灰,D85
刘****吉,这个可以了,1563580952990,,6,,5,1634007,粉花灰,B75
瞿****玥,还可以吧，中规中矩。,1563501428774,,4,,5,1634007,蓝花灰,B75
a****杜,凑合吧，定型和承托效果很一般，质量可以，纯棉的。,1566147645475,,4,,5,1634007,蓝花灰,C80
m****f,体感舒适,1563517486732,,6,,5,1634007,粉花灰,B75
m****f,体感舒适,1563517488892,,6,,5,1634007,蓝花灰,C80
y****n,面料舒服，插垫有点小,1563462357478,,5,,5,1634007,蓝花灰,C80
红****,不错👍,1563402555283,,5,,5,1634007,蓝花灰,C80
1****8,有点勒，不合适退了，注意退货买家要付8元运费。,1565960647443,,3,,5,1634007,粉花灰,B75
1****9,穿起来很舒服 有一点点松,1563332830717,,5,,4,1634007,蓝花灰,D85
1****8,第二次回购，穿着舒服～,1563327575210,,4,,5,1634007,蓝花灰,B75
g****1,回购了很多次,1563201449383,,4,,5,1634007,蓝花灰,B75
缘****销,好,1563161436663,,3,,5,1634007,粉花灰,D85
1****2,好,1563195945996,,6,,5,1634007,蓝花灰,B75
清****,信赖网易严选，品质好，有保障，包装好看环保，一直在网易严选消费，很是喜欢，期待网易严选做得越来越好，加油，赞，真的很被严选的包装圈粉，包装设计很好看。还有严选每个月送的免邮券，很贴心。在严选购物，成了我的乐趣，感觉很好。还有，我很喜欢京东快递，服务很好。环保包装严选一定要做的越来越好哦！环保是很重要的！相信网易严选肯定不会让人失望的！,1563064692256,,5,,5,1634007,蓝花灰,B75
1****2,"穿着舒服，做工精细，尺寸合适。
我非常满意！！再继续买买买！！",1556941515155,,3,,5,1634007,蓝花灰,C80
1****5,可以，比较满意,1562938004702,,3,,5,1634007,粉花灰,D85
常****华,包装很便携，我都不想拆开了，准备出远门时候带～,1558938377222,,3,,5,1634007,蓝花灰,C80
l****0,11,1562824808266,,5,,5,1634007,粉花灰,B75
o****3,为出行准备品，希望能达到效果,1562715851877,,5,,4,1634007,粉花灰,C80
1****1,很好！舒服！,1562745420089,,6,,5,1634007,蓝花灰,B75
m****3,jddd,1562727933644,,6,,5,1634007,粉花灰,B75
1****0,特别舒服，第一次穿，晚上睡觉就忘脱了，哈哈哈，真的很不错，非常满意！,1556678550916,,3,,5,1634007,蓝花灰,C80
m****0,没穿，不晓得效果如何。试着买的。,1562458827988,,6,,5,1634007,粉花灰,B75
贺****,超级好穿，回购,1562493961103,,5,,5,1634007,蓝花灰,C80
贺****,超级好穿，回购,1562493966778,,5,,5,1634007,粉花灰,C80
贺****,非常好穿,1562441552378,,5,,5,1634007,蓝花灰,C80
w****d,设计和做工都不错，建议插垫能有塑形的可选,1558485534499,,3,,5,1634007,蓝花灰,B75
林****,帮朋友买的，朋友很满意。,1562379140399,,3,,5,1634007,蓝花灰,B75
s****1,回购，舒服,1562397317253,,6,,5,1634007,粉花灰,D85
s****1,回购，舒服,1562397309706,,6,,5,1634007,蓝花灰,D85
1****5,太好穿了，不得不再买一件。,1562288150255,,3,,5,1634007,蓝花灰,D85
s****n,胸小甚入，完全没线条，只好留着冬天穿吧。,1560912349781,,4,,5,1634007,蓝花灰,B75
1****7,内衣的布料十分舒服,1562230530311,,4,,5,1634007,蓝花灰,B75
a****2,穿着很舒服,1562159055592,,4,,5,1634007,粉花灰,B75
十****,很好,1562120868248,,5,,5,1634007,蓝花灰,B75
十****,很好,1562120872413,,5,,5,1634007,粉花灰,B75
s****g,质量不错，回购的,1562037690032,,6,,5,1634007,粉花灰,B75
赖****福,不错,1562052115937,,5,,5,1634007,蓝花灰,B75
l****6,好,1562055131400,,3,,5,1634007,粉花灰,C80
清****,还没穿过，希望不会失望。,1561989435723,,5,,5,1634007,粉花灰,B75
z****6,穿着舒适,1561942754371,,3,,5,1634007,粉花灰,C80
家****王,回购的，穿着很舒服，没有束缚感。,1561766626664,,5,,5,1634007,蓝花灰,C80
天****上,老婆说不错，挺舒服的，可以买起来。,1561833600332,,6,,5,1634007,蓝花灰,B75
m****4,好穿，舒适,1561908181073,,4,,5,1634007,粉花灰,B75
1****6,味道特别大，跟网红店买的东西一样，严选不应该是这样啊！泡了一晚上，洗了n次换了n次水，还是很大味道，晾在阳台，阳台都是这个味，洗完后手上打了肥皂洗手上都还是一股味！真的太失望了！,1564656245540,"{'id': 20332254, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰，您反馈的情况我们很重视，您的问题已有客服跟进，后续会帮您处理，感谢您的支持，祝您生活愉快！', 'createTime': '2019-08-02 17:30:32'}",3,,1,1634007,粉花灰,B75
L****u,很好,1561888365520,,4,,5,1634007,蓝花灰,B75
1****1,垫子洗的时候有点容易跑,1564631802913,,2,,4,1634007,粉花灰,B75
l****7,穿着挺舒服的，就是内里做成一体的会更好，每次洗都容易走位，而且有点小变形,1564064899097,,5,,5,1634007,蓝花灰,C80
天****上,老婆说不错，舒服，可以买起！,1561739548175,,6,,5,1634007,粉花灰,B75
无****,穿了非常舒服，赞,1561797119337,,6,,5,1634007,粉花灰,B75
无****,穿了非常舒服，赞,1561797134001,,6,,5,1634007,蓝花灰,B75
p****n,不错，不带钢圈就是舒服。就是夏天用，稍稍有点热。,1559359149134,,5,,5,1634007,蓝花灰,C80
1****7,今天刚到，看上去不错，非常满意,1561726956754,,3,,5,1634007,蓝花灰,C80
q****u,好,1561646179985,,4,,5,1634007,蓝花灰,D85
c****0,以前买过一个，觉得不错，就再次回购了,1561263365975,,4,,5,1634007,粉花灰,B75
1****2,适合胸大的美女,1561525896545,,5,,5,1634007,粉花灰,B75
^****^,舒服,1561499175045,,3,,5,1634007,蓝花灰,B75
j****i,已经买了第四个了，非常满意,1561426628018,,5,,5,1634007,粉花灰,D85
1****5,不错，尺码合适，舒适,1561429864285,,5,,5,1634007,蓝花灰,B75
1****5,不错，尺码合适，舒适,1561429852409,,5,,5,1634007,粉花灰,B75
1****9,很舒服不错,1561426771819,,3,,5,1634007,蓝花灰,C80
t****t,舒服，清洗方便，就是感觉里面的垫片质量一般，怕时间长了会坏,1563425971168,,2,,5,1634007,粉花灰,B75
s****6,十分舒服,1561452860576,,4,,5,1634007,蓝花灰,C80
༺****༻,好,1561363854236,,4,,5,1634007,粉花灰,C80
m****6,透气舒适,1561267319500,,4,,5,1634007,粉花灰,B75
小****子,好穿,1561270545740,,4,,5,1634007,粉花灰,B75
1****2,质量很好，就是老母确实太胖，她穿着有点紧,1558970443773,,4,,5,1634007,蓝花灰,D85
1****8,额kiss,1561214852190,,4,,5,1634007,粉花灰,D85
阿****,一点都不好,1562852203786,,2,,5,1634007,粉花灰,D85
1****6,可以,1561201118458,,4,,5,1634007,粉花灰,C80
叮****,很舒服，就怕运动时兜不紧,1561085697944,,5,,5,1634007,蓝花灰,C80
1****7,内衣是为散步准备的，还可以,1561073653895,,5,,5,1634007,蓝花灰,B75
1****6,非常满意！,1561126245848,,3,,5,1634007,粉花灰,C80
1****7,舒适,1561105008806,,4,,5,1634007,蓝花灰,C80
丘****l,很舒服，应该很适合孕妇穿着。,1561041861673,,5,,5,1634007,蓝花灰,B75
j****i,内衣不理想，没有图片上那么好。,1562854218277,,5,,5,1634007,粉花灰,D85
c****y,穿着很舒服,1561044721083,,5,,5,1634007,粉花灰,B75
1****9,还可以,1561025642991,,5,,5,1634007,蓝花灰,C80
1****8,柔软舒服,1560992320345,,3,,5,1634007,粉花灰,B75
小****熊,好,1561013976234,,2,,5,1634007,蓝花灰,B75
1****8,满意,1561028918514,,6,,5,1634007,粉花灰,B75
蛋****,舒服,1561033928002,,5,,5,1634007,粉花灰,D85
M****脸,穿着舒服，不嘞。很好,1560908974763,,5,,5,1634007,蓝花灰,C80
1****3,非常好的文胸！,1560910348345,,4,,5,1634007,粉花灰,C80
1****8,很柔软,1560908378400,,4,,5,1634007,粉花灰,B75
1****4,其它都好，就是内海棉垫质量不怎样，洗了一次后出行折缀，有換的不。,1562463509201,,3,,5,1634007,粉花灰,C80
y****n,不错,1560946387440,,4,,5,1634007,蓝花灰,B75
l****a,舒适,1560924834126,,5,,5,1634007,蓝花灰,C80
m****3,面料舒服，夏天穿很好,1560837768470,,5,,5,1634007,粉花灰,B75
张****3,面料柔软舒适,1560863189671,,2,,5,1634007,蓝花灰,C80
m****5,很好的,1560819457723,,4,,5,1634007,蓝花灰,B75
m****莫,很好,1560835509550,,6,,5,1634007,蓝花灰,D85
洁****福,不错哟,1560859156149,,5,,5,1634007,蓝花灰,C80
洁****福,喜欢,1560859151025,,5,,5,1634007,粉花灰,C80
1****3,很不错,1560517716262,,5,"{'id': 83549336, 'createTime': 1560785369668, 'content': '很好穿，很舒服的内衣', 'picList': [], 'commentReplyVO': None}",5,1634007,粉花灰,D85
1****7,舒适,1560727143802,,4,,5,1634007,粉花灰,B75
串****,不错，已经买第二个了,1560658654957,,3,,5,1634007,蓝花灰,B75
维****,未使用，看上去喜欢,1560693180077,,5,,5,1634007,粉花灰,B75
1****1,挺好,1560615911847,,4,,5,1634007,蓝花灰,B75
1****1,挺好,1560615875849,,4,,5,1634007,粉花灰,B75
m****6,以前买过，回购，就是洗涤时插垫老是会跑、有点麻烦,1562373128415,,3,,4,1634007,粉花灰,B75
w****t,回购的，发现用来做瑜伽刚刚好,1560312284287,,3,,5,1634007,粉花灰,B75
1****9,内衣好穿，就是买大了一点点，舒服,1560481262430,,3,,4,1634007,粉花灰,C80
1****8,质量不行，穿了皮肤过敏,1561901457267,"{'id': 20327306, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰~此款商品采用全罩杯式设计，包覆性良好，妥帖合身。采用段然纱织造而成，面料呈现随机而得的自然纹理，使视觉层次更丰富。关于您反馈的情况，非质量问题的退换货，寄回时请保持商品的原始购买状态：内包装完好，吊牌及吊线完好（如有），无磨损，无污渍，无清洗，无缝合定型线的破坏（口袋、开叉处），且不要遗忘任何私人物品于包装中。给您带来不便，再次向您致歉，望您谅解~', 'createTime': '2019-07-01 14:31:52'}",4,"{'id': 85473346, 'createTime': 1561938024766, 'content': '不知道过敏可否退货', 'picList': [], 'commentReplyVO': {'id': 20327262, 'replyContent': '亲爱的用户，非常抱歉给您带来的困扰~此款商品采用全罩杯式设计，包覆性良好，妥帖合身。采用段然纱织造而成，面料呈现随机而得的自然纹理，使视觉层次更丰富。关于您反馈的情况，非质量问题的退换货，寄回时请保持商品的原始购买状态：内包装完好，吊牌及吊线完好（如有），无磨损，无污渍，无清洗，无缝合定型线的破坏（口袋、开叉处），且不要遗忘任何私人物品于包装中。给您带来不便，再次向您致歉，望您谅解~', 'createTime': None}}",1,1634007,粉花灰,B75
明****,很舒服，没有压迫感,1560528533768,,5,,5,1634007,粉花灰,B75
d****z,好,1560588547746,,3,,5,1634007,粉花灰,D85
1****3,不错,1560571517412,,6,,5,1634007,蓝花灰,D85
1****9,舒适,1560567856526,,6,,5,1634007,蓝花灰,B75
